Frame_Number,Time_Stamp,SpineBase_x,SpineBase_y,SpineBase_z,ScreenX,ScreenY,SpineMid_x,SpineMid_y,SpineMid_z,ScreenX,ScreenY,Neck_x,Neck_y,Neck_z,ScreenX,ScreenY,Head_x,Head_y,Head_z,ScreenX,ScreenY,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ScreenX,ScreenY,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ScreenX,ScreenY,WristLeft_x,WristLeft_y,WristLeft_z,ScreenX,ScreenY,HandLeft_x,HandLeft_y,HandLeft_z,ScreenX,ScreenY,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ScreenX,ScreenY,ElbowRight_x,ElbowRight_y,ElbowRight_z,ScreenX,ScreenY,WristRight_x,WristRight_y,WristRight_z,ScreenX,ScreenY,HandRight_x,HandRight_y,HandRight_z,ScreenX,ScreenY,HipLeft_x,HipLeft_y,HipLeft_z,ScreenX,ScreenY,KneeLeft_x,KneeLeft_y,KneeLeft_z,ScreenX,ScreenY,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,ScreenX,ScreenY,FootLeft_x,FootLeft_y,FootLeft_z,ScreenX,ScreenY,HipRight_x,HipRight_y,HipRight_z,ScreenX,ScreenY,KneeRight_x,KneeRight_y,KneeRight_z,ScreenX,ScreenY,AnkleRight_x,AnkleRight_y,AnkleRight_z,ScreenX,ScreenY,FootRight_x,FootRight_y,FootRight_z,ScreenX,ScreenY,SpineShoulder_x,SpineShoulder_y,SpineShoulder_z,ScreenX,ScreenY,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ScreenX,ScreenY,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,ScreenX,ScreenY,HandTipRight_x,HandTipRight_y,HandTipRight_z,ScreenX,ScreenY,ThumbRight_x,ThumbRight_y,ThumbRight_z,ScreenX,ScreenY,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,
43,0,-0.0766896,-0.40645,1.84208,0,0,-0.0999988,-0.114051,1.97008,0,0,-0.118388,0.16699,2.08384,0,0,-0.165423,0.296154,2.14363,0,0,-0.26049,0.00647022,2.01235,0,0,-0.32251,-0.184342,1.81966,0,0,-0.367696,-0.33823,1.66887,0,0,-0.388556,-0.388571,1.60746,0,0,0.0668416,0.0810739,1.97735,0,0,0.221594,-0.00372379,1.86351,0,0,0.264019,-0.0660492,1.66817,0,0,0.279965,-0.109282,1.5257,0,0,-0.147454,-0.405359,1.81046,0,0,-0.0817692,-0.682267,1.75141,0,0,-0.0633794,-0.940814,1.77753,0,0,-0.0754678,-1.01101,1.67018,0,0,-0.0026667,-0.391407,1.79952,0,0,0.0782952,-0.368677,1.48133,0,0,0.0546922,-0.714643,1.45623,0,0,0.0235936,-0.74484,1.32137,0,0,-0.114382,0.0981982,2.05793,0,0,-0.401675,-0.422881,1.53551,0,0,-0.340501,-0.396736,1.61085,0,0,0.296912,-0.121486,1.45595,0,0,0.3271,-0.111835,1.46375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
44,0,-0.0427202,-0.397857,1.83264,0,0,-0.078973,-0.109305,1.95691,0,0,-0.109523,0.168908,2.06662,0,0,-0.155339,0.301295,2.11763,0,0,-0.260073,0.00621445,2.01297,0,0,-0.325534,-0.168856,1.92274,0,0,-0.384704,-0.367355,1.73926,0,0,-0.407315,-0.433718,1.68308,0,0,0.0775261,0.0816551,1.96985,0,0,0.231408,-0.0146568,1.8659,0,0,0.324395,-0.144244,1.69478,0,0,0.370952,-0.216645,1.58603,0,0,-0.11289,-0.400614,1.79858,0,0,-0.075688,-0.6818,1.74027,0,0,-0.0622708,-0.937349,1.78143,0,0,-0.0775104,-1.01603,1.68574,0,0,0.0298094,-0.378953,1.79261,0,0,0.111267,-0.451368,1.49902,0,0,0.0926337,-0.764551,1.49222,0,0,0.0596505,-0.802657,1.36221,0,0,-0.102545,0.100629,2.04185,0,0,-0.432159,-0.474875,1.62513,0,0,-0.35702,-0.454325,1.68182,0,0,0.398139,-0.250282,1.5304,0,0,0.42691,-0.22708,1.55967,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
45,0,-0.0272575,-0.395568,1.83102,0,0,-0.0617986,-0.105201,1.94749,0,0,-0.0932714,0.174649,2.04696,0,0,-0.139586,0.306936,2.08806,0,0,-0.259383,0.00517064,2.0136,0,0,-0.313959,-0.199147,1.94047,0,0,-0.373981,-0.407607,1.78514,0,0,-0.388392,-0.473987,1.7375,0,0,0.079049,0.0822861,1.96776,0,0,0.258237,-0.0538045,1.87422,0,0,0.375893,-0.254314,1.72562,0,0,0.408934,-0.313371,1.67992,0,0,-0.0967898,-0.401334,1.79799,0,0,-0.070069,-0.676622,1.72254,0,0,-0.061398,-0.942183,1.78391,0,0,-0.0791967,-1.02746,1.70029,0,0,0.0440693,-0.373739,1.79,0,0,0.130656,-0.546288,1.52457,0,0,0.121722,-0.827991,1.53228,0,0,0.0904815,-0.8739,1.40707,0,0,-0.085679,0.105976,2.02481,0,0,-0.416325,-0.524273,1.69937,0,0,-0.342783,-0.482046,1.71975,0,0,0.449562,-0.366731,1.65725,0,0,0.442325,-0.301948,1.69979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
46,0,-0.0169372,-0.396167,1.82958,0,0,-0.0465371,-0.103301,1.93749,0,0,-0.0729477,0.180172,2.02532,0,0,-0.120684,0.3163,2.06544,0,0,-0.242814,0.00849846,2.01267,0,0,-0.29395,-0.200266,1.9526,0,0,-0.335272,-0.399803,1.84061,0,0,-0.334176,-0.479823,1.79548,0,0,0.11067,0.0882429,1.93588,0,0,0.270994,-0.0986741,1.89821,0,0,0.367247,-0.297692,1.8101,0,0,0.382687,-0.366568,1.76832,0,0,-0.0858677,-0.402047,1.79795,0,0,-0.0675768,-0.670808,1.7144,0,0,-0.0593614,-0.950915,1.78912,0,0,-0.0655517,-1.02902,1.73224,0,0,0.0530543,-0.374241,1.78734,0,0,0.146831,-0.602375,1.55258,0,0,0.157984,-0.908167,1.55634,0,0,0.126387,-0.948698,1.42874,0,0,-0.0665928,0.110499,2.00625,0,0,-0.340035,-0.525846,1.76479,0,0,-0.31227,-0.492324,1.75173,0,0,0.415689,-0.42869,1.76446,0,0,0.412421,-0.388991,1.775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
47,0,-0.00321025,-0.400856,1.8236,0,0,-0.0268562,-0.103782,1.92114,0,0,-0.049072,0.183904,2.00058,0,0,-0.090496,0.324407,2.03103,0,0,-0.225841,0.0123288,2.00106,0,0,-0.254497,-0.22942,1.96904,0,0,-0.274135,-0.412323,1.88246,0,0,-0.272344,-0.482814,1.84108,0,0,0.130865,0.0877552,1.91839,0,0,0.269133,-0.13679,1.90955,0,0,0.340096,-0.329659,1.85792,0,0,0.342443,-0.404917,1.82287,0,0,-0.0722274,-0.406043,1.79448,0,0,-0.0661008,-0.674113,1.71451,0,0,-0.0581223,-0.951555,1.78795,0,0,-0.0710227,-1.0268,1.72388,0,0,0.0662988,-0.379541,1.77854,0,0,0.154413,-0.658683,1.59069,0,0,0.174766,-0.949541,1.61074,0,0,0.146965,-0.995389,1.4856,0,0,-0.0436655,0.113238,1.98338,0,0,-0.272856,-0.531955,1.79927,0,0,-0.249606,-0.502567,1.8155,0,0,0.353685,-0.468053,1.81414,0,0,0.357371,-0.404684,1.82443,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
48,0,0.00512839,-0.405891,1.8218,0,0,-0.0114321,-0.104914,1.91201,0,0,-0.0245745,0.187558,1.98284,0,0,-0.0549185,0.332145,2.00407,0,0,-0.20574,0.0190525,1.98083,0,0,-0.20467,-0.239273,1.96307,0,0,-0.210617,-0.429002,1.89282,0,0,-0.200609,-0.503083,1.85865,0,0,0.158914,0.0831423,1.90684,0,0,0.258712,-0.169152,1.91379,0,0,0.304742,-0.366661,1.86562,0,0,0.296916,-0.438563,1.83557,0,0,-0.064629,-0.409105,1.79578,0,0,-0.0628902,-0.682447,1.71569,0,0,-0.0559496,-0.948467,1.78086,0,0,-0.0707113,-1.02489,1.72124,0,0,0.0754221,-0.386948,1.77321,0,0,0.150017,-0.700142,1.62921,0,0,0.183587,-0.975678,1.66462,0,0,0.166166,-1.02965,1.54316,0,0,-0.0215042,0.115624,1.96789,0,0,-0.191132,-0.556621,1.83337,0,0,-0.179956,-0.496215,1.808,0,0,0.29679,-0.507532,1.83602,0,0,0.295522,-0.479166,1.83925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
49,0,0.0326228,-0.407141,1.82171,0,0,0.0167838,-0.100864,1.90259,0,0,0.00236534,0.195018,1.96637,0,0,-0.0145364,0.345412,1.9805,0,0,-0.175169,0.0402474,1.95257,0,0,-0.175671,-0.232285,1.94314,0,0,-0.181679,-0.424306,1.88076,0,0,-0.150324,-0.454099,1.78427,0,0,0.187478,0.0817143,1.90298,0,0,0.262022,-0.178952,1.9127,0,0,0.293902,-0.368071,1.84864,0,0,0.285123,-0.37424,1.84311,0,0,-0.0383205,-0.406105,1.79384,0,0,-0.0528184,-0.687426,1.70844,0,0,-0.0487415,-0.947242,1.7729,0,0,-0.0709662,-1.01883,1.70377,0,0,0.102882,-0.391918,1.7757,0,0,0.15171,-0.715851,1.66275,0,0,0.186549,-0.992785,1.69172,0,0,0.177275,-1.0415,1.56529,0,0,0.00587183,0.122395,1.95309,0,0,-0.135151,-0.480044,1.75008,0,0,-0.15443,-0.395374,1.773,0,0,0.279323,-0.437887,1.79863,0,0,0.296479,-0.407545,1.82211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
50,0,0.0562207,-0.405128,1.8223,0,0,0.0407956,-0.0974425,1.89684,0,0,0.0260983,0.199186,1.95511,0,0,0.0230479,0.349841,1.96599,0,0,-0.148962,0.0578985,1.92603,0,0,-0.157626,-0.177538,1.94051,0,0,-0.162741,-0.370022,1.87841,0,0,-0.141795,-0.428448,1.78641,0,0,0.215129,0.0798032,1.90408,0,0,0.269537,-0.185656,1.90671,0,0,0.303078,-0.367357,1.82171,0,0,0.295047,-0.367523,1.80812,0,0,-0.0165218,-0.400965,1.78907,0,0,-0.0370565,-0.685064,1.69673,0,0,-0.0443065,-0.949727,1.76834,0,0,-0.062063,-1.02593,1.70965,0,0,0.127657,-0.393007,1.78196,0,0,0.163379,-0.714171,1.68522,0,0,0.188251,-1.00045,1.69977,0,0,0.184605,-1.04042,1.56752,0,0,0.0297262,0.126436,1.94313,0,0,-0.129794,-0.464352,1.75946,0,0,-0.138733,-0.38068,1.76288,0,0,0.295809,-0.43849,1.76094,0,0,0.308122,-0.412893,1.78833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
51,0,0.0718213,-0.406185,1.82181,0,0,0.061981,-0.0984196,1.89093,0,0,0.0535409,0.198126,1.94261,0,0,0.0577907,0.349253,1.95359,0,0,-0.1304,0.0635955,1.90783,0,0,-0.1518,-0.190375,1.92709,0,0,-0.133189,-0.371827,1.81386,0,0,-0.104619,-0.411212,1.74587,0,0,0.248468,0.0710929,1.90803,0,0,0.296947,-0.190505,1.89358,0,0,0.316379,-0.375514,1.78978,0,0,0.30775,-0.435812,1.74116,0,0,-0.000879851,-0.399158,1.78475,0,0,-0.0276714,-0.686566,1.69341,0,0,-0.0385846,-0.953801,1.76516,0,0,-0.0543857,-1.03117,1.70916,0,0,0.14252,-0.396796,1.78516,0,0,0.175249,-0.718965,1.6934,0,0,0.189735,-1.0055,1.71209,0,0,0.191183,-1.04626,1.58018,0,0,0.0555738,0.125414,1.93237,0,0,-0.0845291,-0.469068,1.70979,0,0,-0.082837,-0.382836,1.70956,0,0,0.314306,-0.5025,1.72247,0,0,0.338995,-0.415251,1.7483,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
52,0,0.0877668,-0.409372,1.8195,0,0,0.0814307,-0.101397,1.8878,0,0,0.0748093,0.195498,1.93995,0,0,0.0883331,0.346721,1.94608,0,0,-0.107866,0.0676312,1.89572,0,0,-0.162921,-0.176009,1.89804,0,0,-0.161283,-0.387011,1.83567,0,0,-0.165688,-0.440389,1.81587,0,0,0.276149,0.0623786,1.91394,0,0,0.328167,-0.18379,1.88269,0,0,0.347605,-0.357426,1.77135,0,0,0.347035,-0.42548,1.72003,0,0,0.0148096,-0.399861,1.77995,0,0,-0.0207319,-0.689177,1.68917,0,0,-0.0344585,-0.952967,1.75987,0,0,-0.0482423,-1.03188,1.70905,0,0,0.157581,-0.402335,1.78539,0,0,0.191227,-0.710356,1.69135,0,0,0.186351,-1.0082,1.725,0,0,0.188116,-1.0578,1.59867,0,0,0.0765261,0.12269,1.92949,0,0,-0.158758,-0.502834,1.79967,0,0,-0.134955,-0.443061,1.77411,0,0,0.351699,-0.48261,1.68547,0,0,0.34581,-0.466491,1.7095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
53,0,0.104125,-0.410298,1.81549,0,0,0.102413,-0.102472,1.88396,0,0,0.100356,0.194116,1.93687,0,0,0.1188,0.345198,1.94212,0,0,-0.0824038,0.0747525,1.88716,0,0,-0.169968,-0.15329,1.86451,0,0,-0.190265,-0.37535,1.78382,0,0,-0.192346,-0.445608,1.75869,0,0,0.296253,0.0586578,1.91658,0,0,0.351269,-0.172033,1.87104,0,0,0.376615,-0.349926,1.74174,0,0,0.377427,-0.414462,1.6808,0,0,0.0304553,-0.399619,1.77428,0,0,-0.00882766,-0.711593,1.68772,0,0,-0.0311426,-0.957913,1.75691,0,0,-0.0583978,-1.03276,1.70137,0,0,0.173705,-0.404354,1.78311,0,0,0.203026,-0.691964,1.68306,0,0,0.187829,-1.00512,1.72983,0,0,0.189447,-1.06454,1.61117,0,0,0.100959,0.121393,1.92617,0,0,-0.188091,-0.51224,1.75535,0,0,-0.155349,-0.44594,1.76868,0,0,0.382305,-0.466805,1.64567,0,0,0.349322,-0.458488,1.65757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
